	Word	PoS	FrSp		LL	FrWr
	Russell	NoP	19	-	1.7	21
	rid	Verb	73	+	680.3	21
	blow	NoC	11	-	60.4	21
	mentally	Adv	9	-	87.8	21
	weapon	NoC	9	-	84.6	21
	chapel	NoC	10	-	68.3	21
	Harris	NoP	6	-	152.1	21
	ensuring	Verb	5	-	172.9	21
	Moore	NoP	2	-	260.2	21
	Susan	NoP	17	-	8.8	21
	inspection	NoC	8	-	95.9	21
	reserves	NoC	10	-	68.1	21
	colonel	NoC	5	-	170.0	21
	ticket	NoC	28	+	19.4	21
	breeding	NoC	3	-	222.1	21
	Clare	NoP	24	+	3.0	21
	entertainment	NoC	12	-	44.0	21
	outlined	Verb	6	-	135.3	21
	Korea	NoP	4	-	201.8	21
	democrats	NoC	12	-	47.1	21
	shapes	NoC	6	-	151.6	21
	vote	Verb	37	+	94.8	21
	deposits	NoC	2	-	285.8	21
	invasion	NoC	5	-	180.6	21
	knee	NoC	16	-	13.7	21
	escape	NoC	4	-	191.8	21
	computing	NoC	5	-	158.3	21
	desperately	Adv	8	-	91.6	21
	messages	NoC	10	-	71.4	21
	cap	NoC	9	-	77.2	21
	learnt	Verb	28	+	21.0	21
	applying	Verb	10	-	72.7	21
	states	Verb	4	-	188.3	21
	champagne	NoC	5	-	163.0	21
	exports	NoC	2	-	258.1	21
	snapped	Verb	3	-	223.6	21
	stolen	Verb	7	-	118.8	21
	assistant	NoC	8	-	107.0	21
	carriage	NoC	10	-	61.5	21
	fired	Verb	10	-	73.7	21
	seller	NoC	1	-	303.4	21
	joke	NoC	25	+	8.2	21
	Eliot	NoP	3	-	249.4	21
	abstract	Adj	5	-	170.5	21
	jurisdiction	NoC	2	-	274.3	21
	satisfy	Verb	9	-	82.5	21
	upstairs	Adv	63	+	487.0	21
	doubt	Verb	24	+	4.4	21
	bench	NoC	13	-	35.8	21
	availability	NoC	6	-	137.4	21
	causes	Verb	11	-	48.9	21
	RAF	NoP	2	-	278.2	21
	C	NoP	0	-	362.7	21
	emotions	NoC	5	-	154.0	21
	legislative	Adj	3	-	225.7	21
	testing	NoC	11	-	48.7	21
	networks	NoC	4	-	192.5	21
	part-time	Adj	8	-	91.7	21
	stored	Verb	5	-	177.7	21
	Ross	NoP	4	-	189.4	21
	expenses	NoC	14	-	25.3	21
	working-class	Adj	0	-	408.4	21
	sisters	NoC	16	-	9.1	21
	folk	NoC	25	+	9.0	21
	searching	Verb	3	-	228.4	21
	associated	Adj	4	-	194.7	21
	switched	Verb	17	-	7.7	21
	m	NoC	0	-	407.5	21
	moves	Verb	11	-	52.6	21
	obligations	NoC	5	-	165.7	21
	recognize	Verb	24	+	4.2	21
	Asian	Adj	6	-	142.9	21
	fleet	NoC	3	-	231.3	21
	cheaper	Adj	44	+	182.9	21
	stake	NoC	6	-	135.8	21
	sadly	Adv	7	-	114.3	21
	physically	Adv	13	-	28.7	21
	nearest	Adj	15	-	19.3	21
	tube	NoC	12	-	45.5	21
	judge	Verb	12	-	41.3	21
	singing	Verb	28	+	22.6	21
	B.	NoP	0	-	406.2	21
	priorities	NoC	13	-	30.1	21
	advise	Verb	19	-	2.0	21
	1,000	Num	0	-	375.3	21
	refugees	NoC	6	-	144.3	21
	shell	NoC	11	-	54.1	21
	guns	NoC	14	-	20.9	21
	designer	NoC	4	-	192.8	21
	compete	Verb	8	-	101.8	21
	equivalent	NoC	8	-	103.3	21
	continuing	Verb	9	-	79.5	21
	flexibility	NoC	13	-	33.7	21
	explicit	Adj	5	-	171.2	21
	spirits	NoC	6	-	127.0	21
	discretion	NoC	6	-	145.2	21
	feared	Verb	2	-	273.3	21
	specially	Adv	12	-	37.3	21
	succession	NoC	2	-	260.1	21
	females	NoC	13	-	29.2	21
	successive	Adj	3	-	239.6	21
	frightened	Adj	23	+	1.8	21
	productivity	NoC	11	-	51.9	21
	quantities	NoC	5	-	170.6	21
	display	Verb	4	-	200.3	21
	acknowledged	Verb	3	-	220.5	21
	refusal	NoC	3	-	227.6	21
	in  case	Conj	36	+	89.0	21
	1945	Num	0	-	380.3	20
	topics	NoC	9	-	83.1	20
	earned	Verb	9	-	79.8	20
	Pope	NoC	1	-	295.9	20
	wives	NoC	10	-	68.0	20
	virtue	NoC	5	-	169.7	20
	beaten	Verb	7	-	111.2	20
	understanding	Verb	7	-	113.2	20
	deciding	Verb	6	-	132.1	20
	constraints	NoC	10	-	66.4	20
	secured	Verb	3	-	215.9	20
	pursue	Verb	12	-	38.3	20
	chemistry	NoC	19	-	0.5	20
	comparable	Adj	4	-	189.6	20
	butter	NoC	25	+	8.7	20
	eg	Adv	0	-	401.2	20
	asks	Verb	14	-	18.9	20
	creature	NoC	4	-	205.2	20
	initiatives	NoC	8	-	102.9	20
	suit	Verb	13	-	33.3	20
	fails	Verb	3	-	240.9	20
	mixed	Adj	16	-	10.0	20
	Evans	NoP	3	-	214.8	20
	supporting	Verb	15	-	16.2	20
	straightforward	Adj	14	-	20.0	20
	unhappy	Adj	8	-	89.9	20
	separation	NoC	3	-	221.5	20
	cloth	NoC	14	-	22.6	20
	refers	Verb	13	-	32.1	20
	therapy	NoC	8	-	100.2	20
	boats	NoC	16	-	11.3	20
	painful	Adj	10	-	61.3	20
	recalled	Verb	1	-	333.0	20
	isolation	NoC	4	-	181.9	20
	remarks	NoC	11	-	46.6	20
	influential	Adj	2	-	264.5	20
	curtains	NoC	19	-	1.2	20
	courage	NoC	8	-	94.5	20
	opposed	Verb	7	-	107.2	20
	duration	NoC	2	-	268.8	20
	discussing	Verb	18	-	1.7	20
	invitation	NoC	8	-	101.5	20
	origins	NoC	3	-	235.3	20
	debts	NoC	6	-	143.7	20
	incorporated	Verb	5	-	161.5	20
	accidents	NoC	15	-	13.5	20
	bags	NoC	36	+	92.1	20
	prevented	Verb	3	-	213.0	20
	Walter	NoP	4	-	187.0	20
	150	Num	1	-	338.0	20
	autonomy	NoC	0	-	351.4	20
	closure	NoC	11	-	48.2	20
	conception	NoC	4	-	192.9	20
	tonnes	NoC	5	-	166.1	20
	grants	NoC	12	-	36.6	20
	stuck	Verb	41	+	148.5	20
	complained	Verb	7	-	114.1	20
	drinking	Verb	18	-	1.7	20
	cheek	NoC	10	-	58.7	20
	gates	NoC	12	-	33.7	20
	whereby	Adv	14	-	18.4	20
	cinema	NoC	13	-	27.6	20
	tip	NoC	18	-	2.5	20
	wise	Adj	16	-	9.1	20
	piano	NoC	14	-	19.4	20
	grade	NoC	11	-	42.0	20
	describing	Verb	9	-	81.0	20
	diary	NoC	20	-	0.1	20
	harbour	NoC	3	-	207.6	20
	covers	Verb	13	-	23.4	20
	random	Adj	4	-	175.9	20
	merchant	NoC	3	-	217.5	20
	impose	Verb	9	-	78.9	20
	past	Adv	29	+	29.1	20
	resort	NoC	6	-	138.8	20
	Stuart	NoP	29	+	34.4	20
	laugh	Verb	30	+	37.8	20
	unnecessary	Adj	5	-	161.6	20
	burst	Verb	6	-	138.7	20
	signals	NoC	6	-	127.2	20
	boundary	NoC	22	+	1.9	20
	launch	NoC	6	-	131.5	20
	E.	NoP	0	-	394.2	20
	masters	NoC	4	-	177.8	20
	Tories	NoC	19	-	1.0	20
	economies	NoC	7	-	115.9	20
	restored	Verb	3	-	227.3	20
	producers	NoC	4	-	171.5	20
	estimates	NoC	12	-	37.9	20
	stick	Verb	68	+	612.6	20
	purchaser	NoC	2	-	259.0	20
	correctly	Adv	12	-	39.8	20
	solve	Verb	14	-	20.3	20
	rape	NoC	9	-	66.9	20
	Lord	NoP	17	-	4.7	20
	root	NoC	25	+	10.3	20
	aggressive	Adj	14	-	18.8	20
	terrace	NoC	5	-	159.3	20
	Morgan	NoP	4	-	188.0	20
	till	Conj	64	+	531.4	20
	closed	Adj	21	+	0.9	20
	surveys	NoC	7	-	108.3	20
	genetic	Adj	4	-	178.7	20
	confused	Adj	15	-	13.9	20
	demonstration	NoC	7	-	108.2	20
	requiring	Verb	3	-	207.0	20
	swung	Verb	2	-	280.4	20
	unfair	Adj	14	-	16.7	20
	elegant	Adj	2	-	244.5	20
	giant	Adj	3	-	200.1	20
	mud	NoC	13	-	24.8	20
	Bishop	NoP	5	-	158.4	20
	trains	NoC	15	-	11.6	20
	parallel	Adj	2	-	244.1	20
	interior	NoC	2	-	275.0	20
	bible	NoC	19	-	0.5	20
	constituency	NoC	10	-	56.6	20
	producer	NoC	3	-	224.2	20
	Vietnam	NoP	5	-	147.4	20
	resulting	Verb	2	-	251.9	20
	1964	Num	0	-	377.4	20
	alter	Verb	12	-	31.0	20
	Cardiff	NoP	4	-	168.6	20
	enabled	Verb	5	-	165.8	20
	Eric	NoP	14	-	16.9	20
	limitations	NoC	3	-	219.7	20
	Robin	NoP	16	-	8.6	20
	collections	NoC	3	-	234.9	20
	desert	NoC	6	-	125.5	20
	assuming	Verb	12	-	35.1	20
	abbey	NoC	12	-	36.9	20
	mayor	NoC	35	+	86.5	20
	cable	NoC	7	-	112.1	20
	organized	Verb	20	-	0.0	20
	flying	Adj	8	-	85.8	20
	appeal	Verb	10	-	55.2	20
	questioned	Verb	4	-	178.4	20
	suspended	Verb	3	-	214.4	20
	count	Verb	35	+	84.1	20
	hopes	Verb	4	-	178.0	20
	analysed	Verb	0	-	340.7	20
	earliest	Adj	6	-	130.8	20
	earn	Verb	21	+	0.5	20
	lifetime	NoC	7	-	113.3	20
	assured	Verb	7	-	101.4	20
	consensus	NoC	5	-	145.0	20
	achieving	Verb	8	-	87.1	20
	midnight	NoC	11	-	38.0	20
	Dean	NoP	7	-	108.9	20
	wars	NoC	11	-	48.7	20
	Jews	NoC	6	-	132.7	20
	diseases	NoC	7	-	101.1	20
	concrete	Adj	1	-	296.4	20
	liberation	NoC	4	-	186.4	20
	van	NoC	33	+	70.0	20
	reign	NoC	1	-	301.8	20
	grinned	Verb	0	-	347.1	20
	heading	Verb	8	-	81.6	20
	intelligent	Adj	13	-	24.7	20
	delight	NoC	3	-	205.9	20
	heating	NoC	24	+	7.0	20
	differ	Verb	6	-	129.7	20
	wonder	NoC	16	-	5.6	20
	demanding	Verb	5	-	136.6	20
	clerk	NoC	18	-	0.9	20
	railways	NoC	12	-	33.7	20
	journalists	NoC	4	-	182.6	20
	guy	NoC	63	+	530.4	20
	necessity	NoC	6	-	134.1	20
	IRA	NoP	0	-	384.8	20
	kissed	Verb	3	-	219.7	20
	essence	NoC	7	-	109.7	20
	subtle	Adj	6	-	131.3	20
	Pakistan	NoP	3	-	230.4	20
	monthly	Adj	14	-	16.0	20
	release	Verb	7	-	101.5	20
	visiting	Verb	8	-	92.3	20
	skilled	Adj	6	-	124.2	20
	suspect	Verb	27	+	22.2	20
	suppliers	NoC	4	-	169.6	20
	chairs	NoC	22	+	2.1	20
	shaking	Verb	6	-	121.7	20
	officially	Adv	5	-	155.4	20
	simultaneously	Adv	3	-	229.6	20

